sale_id,sale_datetime,model_id,shoe_size,quantity_sold,total_sale_amount,discount_amount,store_name,payment_method,receipt_number,cashier_id,return_flag
1087,2026-03-16 14:42:53,428,45.0,1,7920.00,880.00,radeo_drive,sbp,RAD-20260316-02090,RAD_02,f
1088,2026-03-16 14:43:09,373,41.0,1,12050.00,0.00,radeo_drive,sbp,RAD-20260316-02086,RAD_01,f
1089,2026-03-16 14:49:34,287,35.0,1,8325.00,925.00,nord,card,NOR-20260316-00810,NOR_01,f
1090,2026-03-16 15:05:24,207,39.0,1,7875.00,875.00,atmosphera,card,ATM-20260316-01725,ATM_05,f
1091,2026-03-16 15:08:38,129,39.0,1,10850.00,0.00,academ,card,ACA-20260316-00271,ACA_06,f
1092,2026-03-16 15:09:58,401,41.0,2,11780.00,0.00,academ,cash,ACA-20260316-00270,ACA_01,f
1093,2026-03-16 15:11:11,350,41.0,1,5100.00,0.00,nord,card,NOR-20260316-00795,NOR_01,f
1094,2026-03-16 15:11:18,194,41.5,1,8712.00,2178.00,city_mall,cash,CIT-20260316-01254,CIT_02,f
1095,2026-03-16 15:11:33,160,38.0,1,5450.00,0.00,nord,cash,NOR-20260316-00800,NOR_05,f
1096,2026-03-16 15:18:01,355,42.0,1,11800.00,0.00,nord,card,NOR-20260316-00807,NOR_01,f
1097,2026-03-16 15:31:29,335,41.0,1,12850.00,0.00,academ,card,ACA-20260316-00256,ACA_01,f
1098,2026-03-16 15:33:26,187,38.0,1,12000.00,0.00,atmosphera,card,ATM-20260316-01720,ATM_01,f
1099,2026-03-16 15:37:03,14,38.0,1,5950.00,0.00,academ,card,ACA-20260316-00259,ACA_01,f
1100,2026-03-16 15:37:50,445,39.5,1,7390.00,0.00,atmosphera,card,ATM-20260316-01728,ATM_05,t
1101,2026-03-16 15:39:58,322,41.0,1,10701.50,1888.50,nord,card,NOR-20260316-00805,NOR_01,f
1102,2026-03-16 15:41:11,344,37.0,1,4050.00,0.00,academ,card,ACA-20260316-00265,ACA_06,f
1103,2026-03-16 15:43:34,401,42.0,1,5890.00,0.00,city_mall,card,CIT-20260316-01256,CIT_02,f
1104,2026-03-16 15:47:16,249,41.0,1,3750.00,0.00,nord,card,NOR-20260316-00791,NOR_05,f
1105,2026-03-16 15:52:15,183,40.0,1,6690.00,0.00,atmosphera,sbp,ATM-20260316-01735,ATM_02,f
1106,2026-03-16 15:53:14,452,42.0,1,5550.00,0.00,nord,card,NOR-20260316-00792,NOR_01,f
1107,2026-03-16 16:04:12,172,37.0,1,12622.50,2227.50,city_mall,card,CIT-20260316-01253,CIT_06,f
1108,2026-03-16 16:10:39,378,39.0,1,11790.00,0.00,city_mall,sbp,CIT-20260316-01263,CIT_02,f
1109,2026-03-16 16:12:20,169,37.0,1,10290.00,0.00,academ,card,ACA-20260316-00263,ACA_01,f
1110,2026-03-16 16:13:42,263,41.0,1,5650.00,0.00,nord,card,NOR-20260316-00802,NOR_07,f
1111,2026-03-16 16:18:39,81,42.0,1,10400.00,2600.00,radeo_drive,sbp,RAD-20260316-02087,RAD_02,f
1112,2026-03-16 16:24:58,81,40.0,1,13000.00,0.00,nord,card,NOR-20260316-00806,NOR_05,f
1113,2026-03-16 16:28:06,146,37.0,1,6890.00,0.00,academ,card,ACA-20260316-00264,ACA_01,f
1114,2026-03-16 16:28:31,123,39.0,1,7550.00,0.00,nord,cash,NOR-20260316-00808,NOR_05,f
1115,2026-03-16 16:31:09,21,40.0,1,4690.00,0.00,city_mall,cash,CIT-20260316-01255,CIT_02,f
1116,2026-03-16 16:33:39,328,43.0,1,17200.00,0.00,academ,card,ACA-20260316-00266,ACA_06,f
1117,2026-03-16 16:37:33,79,38.0,1,13590.00,0.00,radeo_drive,card,RAD-20260316-02084,RAD_01,f
1118,2026-03-16 17:00:03,333,41.0,1,6890.00,0.00,atmosphera,card,ATM-20260316-01727,ATM_02,t
1119,2026-03-16 17:01:38,25,39.0,1,4005.00,445.00,atmosphera,card,ATM-20260316-01734,ATM_05,f
1120,2026-03-16 17:11:53,181,37.0,1,4600.00,0.00,city_mall,card,CIT-20260316-01264,CIT_01,f
1121,2026-03-16 17:21:38,372,41.0,1,11050.00,0.00,atmosphera,card,ATM-20260316-01730,ATM_02,f
1122,2026-03-16 17:24:39,449,42.0,1,10500.00,0.00,atmosphera,card,ATM-20260316-01732,ATM_05,f
1123,2026-03-16 17:34:47,3,38.0,1,8001.00,889.00,nord,card,NOR-20260316-00793,NOR_01,f
1124,2026-03-16 17:35:16,89,38.0,1,5100.00,0.00,nord,card,NOR-20260316-00796,NOR_05,t
1125,2026-03-16 17:41:40,108,39.0,1,4450.00,0.00,academ,card,ACA-20260316-00257,ACA_01,f
1126,2026-03-16 17:50:21,299,36.0,1,4950.00,0.00,academ,cash,ACA-20260316-00272,ACA_06,f
1127,2026-03-16 17:51:18,249,39.0,1,3562.50,187.50,radeo_drive,card,RAD-20260316-02088,RAD_02,f
1128,2026-03-16 18:10:52,191,38.5,1,3847.50,202.50,atmosphera,cash,ATM-20260316-01719,ATM_02,f
1129,2026-03-16 18:18:49,39,38.0,1,8080.00,2020.00,city_mall,sbp,CIT-20260316-01262,CIT_02,f
1130,2026-03-16 18:28:02,256,42.0,1,4490.00,0.00,academ,cash,ACA-20260316-00260,ACA_06,f
1131,2026-03-16 18:28:36,312,40.0,1,8350.50,439.50,atmosphera,cash,ATM-20260316-01722,ATM_05,f
1132,2026-03-16 18:41:50,21,39.0,1,4690.00,0.00,city_mall,card,CIT-20260316-01259,CIT_06,f
1133,2026-03-16 19:04:30,221,38.0,1,5050.00,0.00,academ,card,ACA-20260316-00258,ACA_01,f
1134,2026-03-16 19:07:03,7,39.0,1,4445.00,1905.00,radeo_drive,card,RAD-20260316-02089,RAD_01,f
1135,2026-03-16 19:14:53,273,37.0,1,5150.00,0.00,city_mall,card,CIT-20260316-01258,CIT_01,f
1136,2026-03-16 19:48:12,335,40.0,1,12850.00,0.00,atmosphera,sbp,ATM-20260316-01723,ATM_02,f
1137,2026-03-16 19:49:59,474,44.0,1,7390.00,0.00,nord,card,NOR-20260316-00798,NOR_01,f
1138,2026-03-16 19:50:29,357,41.0,1,9200.00,0.00,radeo_drive,card,RAD-20260316-02085,RAD_01,f
1139,2026-03-16 19:57:02,428,39.0,1,8800.00,0.00,academ,sbp,ACA-20260316-00262,ACA_01,f
1140,2026-03-16 20:21:04,23,39.5,1,8690.00,0.00,academ,cash,ACA-20260316-00268,ACA_01,f
1141,2026-03-16 20:24:26,271,40.0,1,3832.00,958.00,academ,card,ACA-20260316-00267,ACA_01,f
1142,2026-03-16 20:28:40,409,43.5,1,10650.00,0.00,atmosphera,card,ATM-20260316-01724,ATM_01,f
1143,2026-03-16 20:30:45,323,42.0,1,6900.00,0.00,city_mall,card,CIT-20260316-01251,CIT_01,f
1144,2026-03-16 20:47:13,72,42.0,1,8300.00,0.00,atmosphera,card,ATM-20260316-01718,ATM_01,f
1145,2026-03-16 21:28:56,174,36.0,3,12300.00,0.00,radeo_drive,cash,RAD-20260316-02082,RAD_02,f
1146,2026-03-16 21:36:35,190,37.5,1,5600.00,0.00,nord,cash,NOR-20260316-00799,NOR_07,f
1147,2026-03-16 21:41:00,419,41.0,2,18800.00,0.00,nord,card,NOR-20260316-00804,NOR_05,f
1148,2026-03-17 10:27:23,121,37.0,1,6712.50,2237.50,city_mall,card,CIT-20260317-01279,CIT_01,f
1149,2026-03-17 10:57:42,146,35.0,1,6890.00,0.00,atmosphera,cash,ATM-20260317-01748,ATM_05,f
1150,2026-03-17 11:12:19,183,37.5,1,6690.00,0.00,radeo_drive,card,RAD-20260317-02098,RAD_01,f
1151,2026-03-17 11:34:11,155,40.0,1,7050.00,0.00,radeo_drive,card,RAD-20260317-02099,RAD_01,f
1152,2026-03-17 11:49:39,35,42.0,1,11305.00,595.00,academ,card,ACA-20260317-00279,ACA_06,f
1153,2026-03-17 11:57:18,65,38.0,1,6950.00,0.00,city_mall,card,CIT-20260317-01271,CIT_02,f
1154,2026-03-17 12:20:31,32,38.0,1,6990.00,0.00,nord,card,NOR-20260317-00831,NOR_05,f
1155,2026-03-17 12:27:45,91,39.0,1,4790.00,0.00,atmosphera,card,ATM-20260317-01746,ATM_05,f
1156,2026-03-17 12:41:46,202,36.0,1,7550.00,0.00,nord,card,NOR-20260317-00817,NOR_03,f
1157,2026-03-17 12:43:49,1,37.0,1,8145.00,905.00,radeo_drive,card,RAD-20260317-02097,RAD_04,f
1158,2026-03-17 12:49:31,238,41.0,2,27600.00,0.00,academ,card,ACA-20260317-00275,ACA_06,f
1159,2026-03-17 12:54:07,250,39.5,1,6222.50,327.50,academ,cash,ACA-20260317-00286,ACA_02,f
1160,2026-03-17 12:55:14,444,42.0,1,6800.00,0.00,atmosphera,cash,ATM-20260317-01750,ATM_02,f
1161,2026-03-17 13:32:03,423,43.0,1,12890.00,0.00,city_mall,card,CIT-20260317-01278,CIT_01,f
1162,2026-03-17 13:35:29,310,42.0,1,4950.00,550.00,nord,card,NOR-20260317-00828,NOR_03,f
1163,2026-03-17 13:38:24,43,37.0,2,14611.00,769.00,academ,card,ACA-20260317-00278,ACA_06,f
1164,2026-03-17 13:46:24,381,37.0,1,9990.00,0.00,atmosphera,card,ATM-20260317-01741,ATM_06,f
1165,2026-03-17 13:47:43,251,35.5,2,15700.00,0.00,nord,cash,NOR-20260317-00813,NOR_03,f
1166,2026-03-17 13:56:36,167,42.0,1,14500.00,0.00,atmosphera,card,ATM-20260317-01742,ATM_02,f
1167,2026-03-17 13:58:50,419,44.0,1,8460.00,940.00,nord,card,NOR-20260317-00822,NOR_05,f
1168,2026-03-17 14:04:22,249,38.0,1,3750.00,0.00,nord,cash,NOR-20260317-00818,NOR_03,f
1169,2026-03-17 14:09:36,387,42.0,2,11700.00,0.00,nord,cash,NOR-20260317-00832,NOR_05,f
1170,2026-03-17 14:22:13,311,43.0,2,11300.00,0.00,nord,cash,NOR-20260317-00825,NOR_05,f
1171,2026-03-17 14:25:27,97,38.5,1,6500.00,0.00,nord,card,NOR-20260317-00816,NOR_05,f
1172,2026-03-17 14:32:26,34,38.0,1,6350.00,0.00,atmosphera,card,ATM-20260317-01736,ATM_02,f
1173,2026-03-17 15:11:14,333,40.0,2,11713.00,2067.00,nord,cash,NOR-20260317-00826,NOR_05,f
1174,2026-03-17 15:20:22,74,39.0,2,15100.00,0.00,city_mall,card,CIT-20260317-01267,CIT_02,f
1175,2026-03-17 15:28:55,345,40.0,1,4450.00,0.00,city_mall,card,CIT-20260317-01280,CIT_02,f
1176,2026-03-17 15:31:25,185,38.0,2,7695.00,405.00,atmosphera,cash,ATM-20260317-01739,ATM_02,f
1177,2026-03-17 15:34:35,363,41.0,1,6250.00,0.00,nord,sbp,NOR-20260317-00824,NOR_03,f
1178,2026-03-17 15:46:37,374,43.0,2,20980.00,0.00,nord,sbp,NOR-20260317-00829,NOR_05,f
1179,2026-03-17 15:59:28,89,39.0,1,5100.00,0.00,city_mall,card,CIT-20260317-01272,CIT_01,f
1180,2026-03-17 16:08:43,239,39.0,1,14500.00,0.00,city_mall,card,CIT-20260317-01273,CIT_02,f
1181,2026-03-17 16:09:07,69,39.0,1,9880.00,520.00,nord,cash,NOR-20260317-00823,NOR_03,f
1182,2026-03-17 16:28:29,332,40.0,1,12850.00,0.00,academ,card,ACA-20260317-00283,ACA_02,f
1183,2026-03-17 16:33:02,52,37.0,1,11250.00,0.00,academ,card,ACA-20260317-00277,ACA_02,f
1184,2026-03-17 16:36:52,358,38.0,2,19600.00,0.00,nord,card,NOR-20260317-00815,NOR_03,f
1185,2026-03-17 16:46:15,419,41.0,1,9400.00,0.00,academ,card,ACA-20260317-00280,ACA_02,f
1186,2026-03-17 16:47:34,434,43.0,2,21580.00,0.00,city_mall,cash,CIT-20260317-01270,CIT_01,f
1187,2026-03-17 16:50:05,107,38.0,1,9090.00,0.00,atmosphera,card,ATM-20260317-01743,ATM_06,f
1188,2026-03-17 16:51:36,274,39.0,1,10800.00,0.00,nord,card,NOR-20260317-00827,NOR_03,f
1189,2026-03-17 16:52:20,147,38.0,1,11200.00,0.00,atmosphera,card,ATM-20260317-01737,ATM_05,f
1190,2026-03-17 16:53:12,222,43.0,1,9590.00,0.00,academ,card,ACA-20260317-00282,ACA_02,f
1191,2026-03-17 16:56:18,416,40.0,1,9550.00,0.00,radeo_drive,card,RAD-20260317-02091,RAD_04,f
1192,2026-03-17 17:04:03,275,40.0,2,21580.00,0.00,nord,card,NOR-20260317-00814,NOR_03,f
1193,2026-03-17 17:04:18,203,44.0,1,7390.00,0.00,academ,card,ACA-20260317-00276,ACA_06,f
1194,2026-03-17 17:12:37,310,42.0,1,5500.00,0.00,city_mall,card,CIT-20260317-01275,CIT_02,f
1195,2026-03-17 17:14:34,322,42.0,3,37770.00,0.00,academ,cash,ACA-20260317-00281,ACA_06,f
1196,2026-03-17 17:18:48,7,39.0,1,6350.00,0.00,nord,sbp,NOR-20260317-00819,NOR_05,f
1197,2026-03-17 17:20:15,365,45.0,1,5000.00,0.00,nord,card,NOR-20260317-00833,NOR_03,f
1198,2026-03-17 17:23:08,159,40.0,1,7350.00,0.00,nord,card,NOR-20260317-00834,NOR_05,f
1199,2026-03-17 17:26:10,361,43.0,1,5512.50,1837.50,academ,card,ACA-20260317-00284,ACA_06,f
1200,2026-03-17 17:34:53,225,38.0,1,9750.00,0.00,nord,card,NOR-20260317-00812,NOR_05,f
1201,2026-03-17 17:40:46,326,43.0,1,10935.00,1215.00,atmosphera,card,ATM-20260317-01749,ATM_06,f
1202,2026-03-17 17:42:40,352,43.0,1,6290.00,0.00,nord,card,NOR-20260317-00811,NOR_03,f
1203,2026-03-17 17:43:40,11,41.0,1,11750.00,0.00,radeo_drive,card,RAD-20260317-02094,RAD_01,f
1204,2026-03-17 17:49:17,373,43.0,1,12050.00,0.00,atmosphera,card,ATM-20260317-01747,ATM_05,f
1205,2026-03-17 18:06:57,152,40.0,1,5150.00,0.00,radeo_drive,cash,RAD-20260317-02095,RAD_01,f
1206,2026-03-17 18:14:02,385,38.0,2,19780.00,0.00,radeo_drive,card,RAD-20260317-02093,RAD_01,f
1207,2026-03-17 18:15:07,278,37.0,1,9800.00,0.00,city_mall,card,CIT-20260317-01265,CIT_02,f
1208,2026-03-17 18:28:16,255,38.0,1,4400.00,0.00,city_mall,card,CIT-20260317-01266,CIT_01,t
1209,2026-03-17 18:29:10,84,40.0,1,3990.00,0.00,atmosphera,cash,ATM-20260317-01744,ATM_06,f
1210,2026-03-17 18:32:25,169,35.0,1,10290.00,0.00,city_mall,card,CIT-20260317-01277,CIT_02,f
1211,2026-03-17 18:46:12,164,40.0,1,6600.00,0.00,radeo_drive,card,RAD-20260317-02092,RAD_01,f
1212,2026-03-17 18:49:09,231,37.0,1,7090.00,0.00,city_mall,sbp,CIT-20260317-01269,CIT_01,f
1213,2026-03-17 18:51:47,140,41.0,1,10250.00,0.00,atmosphera,card,ATM-20260317-01738,ATM_06,f
1214,2026-03-17 18:53:14,352,40.0,1,6290.00,0.00,city_mall,card,CIT-20260317-01274,CIT_01,f
1215,2026-03-17 18:59:59,253,37.0,1,6700.00,0.00,atmosphera,cash,ATM-20260317-01740,ATM_06,f
1216,2026-03-17 19:01:30,11,38.0,1,11750.00,0.00,nord,card,NOR-20260317-00820,NOR_03,f
1217,2026-03-17 19:05:34,43,39.0,1,7690.00,0.00,city_mall,card,CIT-20260317-01276,CIT_01,f
1218,2026-03-17 19:10:34,98,38.0,1,5617.50,1872.50,city_mall,card,CIT-20260317-01268,CIT_01,f
1219,2026-03-17 19:11:36,195,40.0,1,8645.00,455.00,radeo_drive,card,RAD-20260317-02096,RAD_01,f
1220,2026-03-17 20:15:13,351,42.0,1,10600.00,0.00,atmosphera,card,ATM-20260317-01745,ATM_05,f
1221,2026-03-17 20:25:50,319,43.0,1,5695.00,1005.00,nord,card,NOR-20260317-00821,NOR_05,f
1222,2026-03-17 20:42:41,404,41.5,1,12390.00,0.00,nord,card,NOR-20260317-00830,NOR_03,f
1223,2026-03-17 21:06:08,61,41.0,1,7490.00,0.00,radeo_drive,card,RAD-20260317-02100,RAD_01,f
1224,2026-03-17 21:41:30,190,40.0,1,5040.00,560.00,academ,cash,ACA-20260317-00285,ACA_02,f
1225,2026-03-18 11:15:45,313,43.0,1,8145.00,905.00,academ,card,ACA-20260318-00298,ACA_01,f
1226,2026-03-18 11:26:51,433,43.0,1,5142.50,907.50,city_mall,sbp,CIT-20260318-01281,CIT_06,f
1227,2026-03-18 11:32:09,374,41.0,1,9441.00,1049.00,academ,card,ACA-20260318-00287,ACA_02,f
1228,2026-03-18 12:08:57,149,41.0,1,4240.00,1060.00,nord,card,NOR-20260318-00837,NOR_04,f
1229,2026-03-18 12:15:19,241,38.0,1,17337.50,912.50,academ,card,ACA-20260318-00295,ACA_01,f
1230,2026-03-18 12:19:50,390,44.0,1,5445.00,605.00,radeo_drive,sbp,RAD-20260318-02104,RAD_03,f
1231,2026-03-18 12:31:38,243,39.0,1,13670.50,719.50,academ,card,ACA-20260318-00297,ACA_07,f
1232,2026-03-18 12:50:35,272,44.0,2,12585.00,4195.00,atmosphera,sbp,ATM-20260318-01752,ATM_01,f
1233,2026-03-18 13:01:52,405,42.0,1,10350.00,0.00,nord,card,NOR-20260318-00839,NOR_04,f
1234,2026-03-18 13:07:36,364,40.0,1,6680.00,1670.00,atmosphera,card,ATM-20260318-01754,ATM_01,f
1235,2026-03-18 13:23:14,474,44.0,1,7020.50,369.50,academ,cash,ACA-20260318-00290,ACA_01,f
1236,2026-03-18 13:33:21,217,38.0,1,12390.00,0.00,city_mall,cash,CIT-20260318-01284,CIT_05,f
1237,2026-03-18 13:40:04,119,37.5,2,15215.00,2685.00,nord,card,NOR-20260318-00838,NOR_04,f
1238,2026-03-18 14:24:58,105,41.0,1,10600.00,0.00,atmosphera,card,ATM-20260318-01751,ATM_02,f
1239,2026-03-18 14:33:58,69,36.0,1,10400.00,0.00,nord,card,NOR-20260318-00848,NOR_01,f
1240,2026-03-18 14:35:29,66,40.0,1,7490.00,0.00,city_mall,cash,CIT-20260318-01286,CIT_02,f
1241,2026-03-18 14:37:38,35,43.0,1,11900.00,0.00,city_mall,card,CIT-20260318-01283,CIT_05,f
1242,2026-03-18 14:39:43,327,39.0,1,17790.00,0.00,nord,sbp,NOR-20260318-00844,NOR_05,f
1243,2026-03-18 15:08:25,39,37.0,1,10100.00,0.00,radeo_drive,cash,RAD-20260318-02106,RAD_03,f
1244,2026-03-18 15:09:47,261,37.0,2,15100.00,0.00,nord,card,NOR-20260318-00846,NOR_04,f
1245,2026-03-18 15:10:11,141,36.0,1,6790.00,0.00,nord,card,NOR-20260318-00845,NOR_04,f
1246,2026-03-18 15:12:11,358,41.0,1,9800.00,0.00,city_mall,cash,CIT-20260318-01287,CIT_06,f
1247,2026-03-18 15:44:53,145,37.0,1,6000.00,0.00,academ,card,ACA-20260318-00292,ACA_01,f
1248,2026-03-18 15:47:00,255,39.5,3,13200.00,0.00,atmosphera,card,ATM-20260318-01755,ATM_01,f
1249,2026-03-18 15:54:18,323,44.0,1,6900.00,0.00,nord,cash,NOR-20260318-00842,NOR_05,f
1250,2026-03-18 16:02:35,93,39.0,1,3790.00,0.00,nord,card,NOR-20260318-00840,NOR_01,f
1251,2026-03-18 16:25:32,213,42.0,1,8590.00,0.00,academ,card,ACA-20260318-00289,ACA_02,f
1252,2026-03-18 16:33:29,191,36.5,1,3847.50,202.50,radeo_drive,card,RAD-20260318-02107,RAD_03,f
1253,2026-03-18 16:50:39,68,41.0,2,7830.00,870.00,academ,card,ACA-20260318-00296,ACA_02,f
1254,2026-03-18 16:52:28,44,37.0,2,14100.00,0.00,academ,card,ACA-20260318-00288,ACA_02,f
1255,2026-03-18 16:57:36,3,37.0,1,7556.50,1333.50,radeo_drive,card,RAD-20260318-02105,RAD_04,f
1256,2026-03-18 17:09:35,440,42.0,1,7400.00,0.00,academ,card,ACA-20260318-00294,ACA_07,f
1257,2026-03-18 17:24:05,412,40.0,1,6190.00,0.00,city_mall,sbp,CIT-20260318-01285,CIT_05,f
1258,2026-03-18 17:26:26,6,37.0,1,3892.50,1297.50,radeo_drive,sbp,RAD-20260318-02102,RAD_04,f
1259,2026-03-18 17:36:26,475,43.0,1,12302.50,647.50,academ,card,ACA-20260318-00299,ACA_01,f
1260,2026-03-18 17:39:00,166,40.0,2,24225.00,1275.00,academ,cash,ACA-20260318-00293,ACA_01,f
1261,2026-03-18 17:49:09,396,40.0,1,7900.00,0.00,nord,cash,NOR-20260318-00841,NOR_01,f
1262,2026-03-18 18:05:07,102,41.0,1,5190.00,0.00,atmosphera,card,ATM-20260318-01753,ATM_04,f
1263,2026-03-18 18:06:21,406,41.0,1,9850.00,0.00,radeo_drive,card,RAD-20260318-02108,RAD_03,f
1264,2026-03-18 18:41:38,157,40.0,1,4550.00,0.00,nord,sbp,NOR-20260318-00836,NOR_05,f
1265,2026-03-18 18:43:45,332,42.0,1,12850.00,0.00,radeo_drive,card,RAD-20260318-02101,RAD_04,f
1266,2026-03-18 19:19:53,52,37.0,1,11250.00,0.00,city_mall,cash,CIT-20260318-01288,CIT_02,f
1267,2026-03-18 19:21:50,182,40.0,2,16400.00,0.00,academ,cash,ACA-20260318-00291,ACA_01,f
1268,2026-03-18 19:22:49,148,36.0,1,9990.00,0.00,nord,sbp,NOR-20260318-00835,NOR_01,f
1269,2026-03-18 19:31:14,250,38.0,1,6550.00,0.00,nord,card,NOR-20260318-00847,NOR_05,f
1270,2026-03-18 19:32:00,57,35.0,1,5890.00,0.00,nord,sbp,NOR-20260318-00843,NOR_04,f
1271,2026-03-18 19:57:27,61,40.0,1,7490.00,0.00,city_mall,card,CIT-20260318-01282,CIT_02,f
1272,2026-03-18 20:27:20,185,38.0,1,4050.00,0.00,atmosphera,cash,ATM-20260318-01756,ATM_01,f
1273,2026-03-18 21:49:26,471,41.0,1,18900.00,0.00,radeo_drive,cash,RAD-20260318-02103,RAD_03,f
1274,2026-03-19 10:14:53,450,42.0,1,8190.00,0.00,city_mall,card,CIT-20260319-01302,CIT_02,f
1275,2026-03-19 10:25:22,199,43.0,1,11690.00,0.00,nord,cash,NOR-20260319-00853,NOR_01,f
1276,2026-03-19 10:42:32,458,42.0,1,9650.00,0.00,city_mall,sbp,CIT-20260319-01310,CIT_02,f
1277,2026-03-19 10:49:37,352,40.0,1,5661.00,629.00,academ,card,ACA-20260319-00304,ACA_07,f
1278,2026-03-19 11:43:30,475,38.0,1,12302.50,647.50,nord,card,NOR-20260319-00857,NOR_01,f
1279,2026-03-19 11:52:28,253,39.0,1,6700.00,0.00,city_mall,cash,CIT-20260319-01305,CIT_01,f
1280,2026-03-19 12:04:32,450,42.0,1,7780.50,409.50,city_mall,sbp,CIT-20260319-01297,CIT_02,f
1281,2026-03-19 12:04:33,61,41.0,1,7490.00,0.00,academ,card,ACA-20260319-00300,ACA_07,f
1282,2026-03-19 12:17:13,443,42.0,1,5490.00,0.00,nord,card,NOR-20260319-00855,NOR_04,f
1283,2026-03-19 12:20:19,470,44.0,1,11450.00,0.00,atmosphera,card,ATM-20260319-01761,ATM_05,f
1284,2026-03-19 12:21:52,122,40.0,1,10800.00,0.00,academ,card,ACA-20260319-00305,ACA_07,f
1285,2026-03-19 12:32:56,355,37.0,1,11800.00,0.00,nord,cash,NOR-20260319-00854,NOR_04,f
1286,2026-03-19 12:39:44,117,37.5,1,6030.00,670.00,radeo_drive,card,RAD-20260319-02113,RAD_05,f
1287,2026-03-19 13:27:44,208,39.0,1,9357.50,492.50,city_mall,cash,CIT-20260319-01308,CIT_02,f
1288,2026-03-19 13:55:16,473,40.0,1,17350.00,0.00,city_mall,card,CIT-20260319-01293,CIT_01,f
1289,2026-03-19 14:10:46,92,40.0,1,6390.00,0.00,nord,card,NOR-20260319-00864,NOR_01,f
1290,2026-03-19 14:11:24,359,42.0,1,8000.00,0.00,nord,sbp,NOR-20260319-00851,NOR_01,f
1291,2026-03-19 14:11:31,409,41.5,1,10650.00,0.00,city_mall,card,CIT-20260319-01291,CIT_02,f
1292,2026-03-19 14:19:17,215,38.0,1,8255.50,434.50,city_mall,card,CIT-20260319-01299,CIT_01,f
1293,2026-03-19 14:29:14,247,38.0,1,14490.00,0.00,city_mall,cash,CIT-20260319-01289,CIT_02,f
1294,2026-03-19 14:50:37,1,37.0,1,9050.00,0.00,nord,card,NOR-20260319-00863,NOR_04,f
1295,2026-03-19 14:59:11,471,42.0,1,18900.00,0.00,nord,sbp,NOR-20260319-00860,NOR_01,f
1296,2026-03-19 15:01:15,384,41.0,1,14310.00,1590.00,nord,cash,NOR-20260319-00858,NOR_04,f
1297,2026-03-19 15:04:22,214,38.0,1,13800.00,0.00,academ,cash,ACA-20260319-00303,ACA_03,f
1298,2026-03-19 15:07:33,77,42.0,1,8001.00,889.00,radeo_drive,card,RAD-20260319-02114,RAD_05,f
1299,2026-03-19 15:18:22,150,37.0,1,5990.00,0.00,academ,cash,ACA-20260319-00310,ACA_03,f
1300,2026-03-19 15:24:23,299,36.0,1,4950.00,0.00,academ,sbp,ACA-20260319-00302,ACA_04,f
1301,2026-03-19 15:33:16,206,37.0,2,23180.00,0.00,nord,card,NOR-20260319-00852,NOR_01,f
1302,2026-03-19 15:45:33,392,42.0,1,5690.00,0.00,nord,card,NOR-20260319-00850,NOR_01,f
1303,2026-03-19 15:48:10,90,38.0,1,4800.00,0.00,city_mall,cash,CIT-20260319-01298,CIT_01,f
1304,2026-03-19 15:48:27,40,38.0,1,10521.00,1169.00,city_mall,card,CIT-20260319-01309,CIT_02,t
1305,2026-03-19 15:56:02,285,39.0,1,11190.00,0.00,nord,card,NOR-20260319-00849,NOR_04,f
1306,2026-03-19 16:01:53,70,36.0,1,6300.00,0.00,radeo_drive,card,RAD-20260319-02115,RAD_02,f
1307,2026-03-19 16:07:51,21,39.0,2,9380.00,0.00,academ,card,ACA-20260319-00311,ACA_04,f
1308,2026-03-19 16:09:19,93,40.0,1,3790.00,0.00,radeo_drive,card,RAD-20260319-02112,RAD_02,f
1309,2026-03-19 16:14:19,430,39.0,1,13062.50,687.50,city_mall,cash,CIT-20260319-01307,CIT_02,f
1310,2026-03-19 16:33:54,258,41.0,1,10290.00,0.00,city_mall,cash,CIT-20260319-01303,CIT_02,f
1311,2026-03-19 16:34:54,8,38.0,1,3562.50,1187.50,atmosphera,card,ATM-20260319-01758,ATM_01,f
1312,2026-03-19 16:40:58,87,36.5,1,4720.00,1180.00,city_mall,sbp,CIT-20260319-01296,CIT_01,f
1313,2026-03-19 16:42:38,45,35.0,1,6561.00,729.00,atmosphera,card,ATM-20260319-01757,ATM_05,f
1314,2026-03-19 16:44:54,227,39.0,1,6450.00,0.00,atmosphera,card,ATM-20260319-01770,ATM_05,f
1315,2026-03-19 16:45:49,55,40.0,1,5975.50,314.50,academ,card,ACA-20260319-00307,ACA_04,f
1316,2026-03-19 17:01:56,409,41.0,1,10650.00,0.00,nord,card,NOR-20260319-00861,NOR_01,f
1317,2026-03-19 17:07:42,180,37.0,1,6650.00,0.00,nord,card,NOR-20260319-00856,NOR_04,f
1318,2026-03-19 17:19:40,193,39.0,1,8150.00,0.00,city_mall,card,CIT-20260319-01290,CIT_01,f
1319,2026-03-19 17:20:29,180,40.0,1,5985.00,665.00,city_mall,card,CIT-20260319-01295,CIT_02,f
1320,2026-03-19 17:24:21,427,39.0,1,16800.00,0.00,academ,card,ACA-20260319-00312,ACA_03,f
1321,2026-03-19 17:31:18,173,39.0,1,7150.00,0.00,atmosphera,card,ATM-20260319-01763,ATM_05,f
1322,2026-03-19 17:54:45,369,42.0,2,16700.00,0.00,atmosphera,card,ATM-20260319-01762,ATM_05,f
